GrupoA
GrupoJ |DEBUG local.tests/e4/input/2020_1/kal31 11 " 0 0 0 16630 0 " 16630 ""
GrupoJ |DEBUG local.tests/e4/input/2020_1/kal32 0 "no leaks are possible" 0 ""
GrupoJ |DEBUG local.tests/e4/input/2020_1/kal33 11 " 0 0 0 16698 0 " 16698 ""
GrupoJ |DEBUG local.tests/e4/input/2020_1/kal34 0 "no leaks are possible" 0 ""
GrupoJ |DEBUG local.tests/e4/input/2020_1/kal35 0 "no leaks are possible" 0 ""
GrupoJ |DEBUG local.tests/e4/input/2020_1/kal36 11 " 0 0 0 16750 0 " 16750 ""
GrupoJ |DEBUG local.tests/e4/input/2020_1/kal37 10 " 0 0 0 16626 0 " 16626 ""
GrupoJ |DEBUG local.tests/e4/input/2020_1/kal38 10 " 0 0 0 16626 0 " 16626 ""
GrupoJ |DEBUG local.tests/e4/input/2020_1/kal39 0 "no leaks are possible" 0 ""
GrupoJ |DEBUG local.tests/e4/input/2020_1/kal40 0 "no leaks are possible" 0 ""
GrupoJ |DEBUG local.tests/e4/input/2020_1/kal41 0 "no leaks are possible" 0 ""
GrupoJ |DEBUG local.tests/e4/input/2020_1/kal42 0 "no leaks are possible" 0 ""
GrupoJ |DEBUG local.tests/e4/input/2020_1/kal43 10 " 0 0 0 16626 0 " 16626 ""
GrupoJ |DEBUG local.tests/e4/input/2020_1/kal44 0 "no leaks are possible" 0 ""
GrupoJ |DEBUG local.tests/e4/input/2020_1/kal45 10 " 0 0 0 16758 0 " 16758 ""
GrupoJ |DEBUG local.tests/e4/input/2020_1/kal46 20 " 0 0 0 16762 0 " 16762 ""
GrupoJ |DEBUG local.tests/e4/input/2020_1/kal47 20 " 0 0 0 16630 0 " 16630 ""
GrupoJ |DEBUG local.tests/e4/input/2020_1/kal48 21 " 0 0 0 16690 0 " 16690 ""
GrupoJ |DEBUG local.tests/e4/input/2020_1/kal49 21 " 0 0 0 16690 0 " 16690 ""
GrupoJ |DEBUG local.tests/e4/input/2020_1/kal50 22 " 0 0 0 16832 0 " 16832 ""
GrupoJ |DEBUG local.tests/e4/input/2020_1/kal51 22 " 0 0 0 16964 0 " 16964 ""
GrupoJ |DEBUG local.tests/e4/input/2020_1/kal52 30 " 0 0 0 17116 0 " 17116 ""
GrupoJ |DEBUG local.tests/e4/input/2020_1/kal53 30 " 0 0 0 17134 0 " 17134 ""
GrupoJ |DEBUG local.tests/e4/input/2020_1/kal54 30 " 0 0 0 17110 0 " 17110 ""
GrupoJ |DEBUG local.tests/e4/input/2020_1/kal55 30 " 0 0 0 17106 0 " 17106 ""
GrupoJ |DEBUG local.tests/e4/input/2020_1/kal56 30 " 0 0 0 17089 0 " 17089 ""
GrupoJ |DEBUG local.tests/e4/input/2020_1/kal57 30 " 0 0 0 17107 0 " 17107 ""
GrupoJ |DEBUG local.tests/e4/input/2020_1/kal58 30 " 0 0 0 17083 0 " 17083 ""
GrupoJ |DEBUG local.tests/e4/input/2020_1/kal59 30 " 0 0 0 17106 0 " 17106 ""
GrupoJ |DEBUG local.tests/e4/input/2020_1/kal60 33 " 0 0 0 17267 0 " 17267 ""
GrupoJ |DEBUG local.tests/e4/input/2020_1/kal61 0 "no leaks are possible" 0 ""
GrupoJ |DEBUG local.tests/e4/input/2020_1/kal62 40 " 0 0 0 16964 0 " 16964 ""
GrupoJ |DEBUG local.tests/e4/input/2020_1/kal63 40 " 0 0 0 17146 0 " 17146 ""
GrupoJ |DEBUG local.tests/e4/input/2020_1/kal64 40 " 0 0 0 16882 0 " 16882 ""
GrupoJ |DEBUG local.tests/e4/input/2020_1/kal65 40 " 0 0 0 17064 0 " 17064 ""
GrupoJ |DEBUG local.tests/e4/input/2020_1/kal66 42 " 0 0 0 17014 0 " 17014 ""
GrupoJ |DEBUG local.tests/e4/input/2020_1/kal67 42 " 0 0 0 17014 0 " 17014 ""
GrupoJ |DEBUG local.tests/e4/input/2020_1/kal68 42 " 0 0 0 17031 0 " 17031 ""
GrupoJ |DEBUG local.tests/e4/input/2020_1/kal69 42 " 0 0 0 17004 0 " 17004 ""
GrupoJ |DEBUG local.tests/e4/input/2020_1/kal70 0 " 48 2 0 0 0 " 50 ""
GrupoJ |DEBUG local.tests/e4/input/2020_1/kal71 0 " 48 52 0 0 0 " 100 ""
GrupoJ |DEBUG local.tests/e4/input/2020_1/kal72 42 " 0 0 0 17381 0 " 17381 ""
GrupoJ |DEBUG local.tests/e4/input/2020_1/kal73 30 " 0 0 0 16835 0 " 16835 ""
GrupoJ |DEBUG local.tests/e4/input/2020_1/kal74 30 " 0 0 0 17083 0 " 17083 ""
GrupoJ |DEBUG local.tests/e4/input/2020_1/kal75 50 " 0 0 0 16630 0 " 16630 ""
GrupoJ |DEBUG local.tests/e4/input/2020_1/kal76 50 " 0 0 0 16630 0 " 16630 ""
GrupoJ |DEBUG local.tests/e4/input/2020_1/kal77 50 " 0 0 0 16630 0 " 16630 ""
GrupoJ |DEBUG local.tests/e4/input/2020_1/kal78 0 "no leaks are possible" 0 ""
GrupoJ |DEBUG local.tests/e4/input/2020_1/kal79 0 "no leaks are possible" 0 ""
GrupoJ |DEBUG local.tests/e4/input/2020_1/kal80 0 "no leaks are possible" 0 ""
GrupoJ |DEBUG local.tests/e4/input/2020_1/kal81 0 "no leaks are possible" 0 ""
GrupoJ |DEBUG local.tests/e4/input/2020_1/kal82 0 "no leaks are possible" 0 ""
GrupoJ |DEBUG local.tests/e4/input/2020_1/kal83 0 "no leaks are possible" 0 ""
GrupoJ |DEBUG local.tests/e4/input/2020_1/kal84 51 " 0 0 0 16928 0 " 16928 ""
GrupoJ |DEBUG local.tests/e4/input/2020_1/kal85 51 " 0 0 0 16901 0 " 16901 ""
GrupoJ |DEBUG local.tests/e4/input/2020_1/kal86 51 " 0 0 0 16886 0 " 16886 ""
GrupoJ |DEBUG local.tests/e4/input/2020_1/kal87 52 " 0 0 0 16984 0 " 16984 ""
GrupoJ |DEBUG local.tests/e4/input/2020_1/kal88 52 " 0 0 0 16938 0 " 16938 ""
GrupoJ |DEBUG local.tests/e4/input/2020_1/kal89 0 "no leaks are possible" 0 ""
GrupoJ |DEBUG local.tests/e4/input/2020_1/kal90 0 "no leaks are possible" 0 ""
GrupoJ |DEBUG local.tests/e4/input/2020_1/kal91 0 "no leaks are possible" 0 ""
GrupoJ |DEBUG local.tests/e4/input/2020_1/kal92 0 "no leaks are possible" 0 ""
GrupoJ |DEBUG local.tests/e4/input/2020_1/kal93 0 "no leaks are possible" 0 ""
GrupoJ |DEBUG local.tests/e4/input/2020_1/kal94 0 "no leaks are possible" 0 ""
GrupoJ |DEBUG local.tests/e4/input/2020_1/kal95 0 "no leaks are possible" 0 ""
GrupoJ |DEBUG local.tests/e4/input/2020_1/kal96 0 "no leaks are possible" 0 ""
GrupoJ |DEBUG local.tests/e4/input/2020_1/kal97 53 " 0 0 0 16837 0 " 16837 ""
GrupoJ |DEBUG local.tests/e4/input/2020_1/kal98 53 " 0 0 0 16837 0 " 16837 ""
GrupoJ |DEBUG local.tests/e4/input/2020_1/kal99 32 " 0 0 0 17206 0 " 17206 ""
GrupoJ |DEBUG local.tests/e4/input/2020_1/mao01 30 " 0 0 0 17308 0 " 17308 ""
GrupoJ |DEBUG local.tests/e4/input/2020_1/mao02 30 " 0 0 0 17262 0 " 17262 ""
GrupoJ |DEBUG local.tests/e4/input/2020_1/mao03 30 " 0 0 0 17506 0 " 17506 ""
GrupoJ |DEBUG local.tests/e4/input/2020_1/mao04 30 " 0 0 0 17460 0 " 17460 ""
GrupoJ |DEBUG local.tests/e4/input/2020_1/mao05 0 "no leaks are possible" 0 ""
GrupoJ |DEBUG local.tests/e4/input/2020_1/mao06 0 "no leaks are possible" 0 ""
GrupoJ |DEBUG local.tests/e4/input/2020_1/mao07 0 "no leaks are possible" 0 ""
GrupoJ |DEBUG local.tests/e4/input/2020_1/mao08 31 " 0 0 0 17167 0 " 17167 ""
GrupoJ |DEBUG local.tests/e4/input/2020_1/mao09 30 " 0 0 0 17025 0 " 17025 ""
GrupoL
GrupoL |DEBUG local.tests/e4/input/2020_1/kal00 0 "no leaks are possible" 0 ""
GrupoL |DEBUG local.tests/e4/input/2020_1/kal01 0 " 34 0 0 0 0 " 34 ""
GrupoL |DEBUG local.tests/e4/input/2020_1/kal02 0 " 34 0 0 0 0 " 34 ""
GrupoL |DEBUG local.tests/e4/input/2020_1/kal03 0 " 34 0 0 0 0 " 34 ""
GrupoL |DEBUG local.tests/e4/input/2020_1/kal04 1 "-1" -1 "3:10: error: syntax error, unexpected TK_LIT_CHAR "
GrupoL |DEBUG local.tests/e4/input/2020_1/kal05 1 "-1" -1 "3:10: error: syntax error, unexpected TK_LIT_STRING "
GrupoL |DEBUG local.tests/e4/input/2020_1/kal06 0 "no leaks are possible" 0 ""
GrupoL |DEBUG local.tests/e4/input/2020_1/kal07 0 "no leaks are possible" 0 ""
GrupoL |DEBUG local.tests/e4/input/2020_1/kal08 0 "no leaks are possible" 0 ""
GrupoL |DEBUG local.tests/e4/input/2020_1/kal09 1 "-1" -1 "3:10: error: syntax error, unexpected TK_LIT_CHAR "
GrupoL |DEBUG local.tests/e4/input/2020_1/kal10 1 "-1" -1 "3:10: error: syntax error, unexpected TK_LIT_STRING "
GrupoL |DEBUG local.tests/e4/input/2020_1/kal11 0 " 34 0 0 0 0 " 34 ""
GrupoL |DEBUG local.tests/e4/input/2020_1/kal12 0 " 34 0 0 0 0 " 34 ""
GrupoL |DEBUG local.tests/e4/input/2020_1/kal13 0 " 34 0 0 0 0 " 34 ""
GrupoL |DEBUG local.tests/e4/input/2020_1/kal14 1 "-1" -1 "3:13: error: syntax error, unexpected TK_LIT_CHAR "
GrupoL |DEBUG local.tests/e4/input/2020_1/kal15 0 "no leaks are possible" 0 ""
GrupoL |DEBUG local.tests/e4/input/2020_1/kal16 0 "no leaks are possible" 0 ""
GrupoL |DEBUG local.tests/e4/input/2020_1/kal17 0 "no leaks are possible" 0 ""
GrupoL |DEBUG local.tests/e4/input/2020_1/kal18 1 "-1" -1 "3:13: error: syntax error, unexpected TK_LIT_CHAR "
GrupoL |DEBUG local.tests/e4/input/2020_1/kal19 0 "no leaks are possible" 0 ""
GrupoL |DEBUG local.tests/e4/input/2020_1/kal20 0 "no leaks are possible" 0 ""
GrupoL |DEBUG local.tests/e4/input/2020_1/kal21 0 "no leaks are possible" 0 ""
GrupoL |DEBUG local.tests/e4/input/2020_1/kal22 0 "no leaks are possible" 0 ""
GrupoL |DEBUG local.tests/e4/input/2020_1/kal23 0 "no leaks are possible" 0 ""
GrupoL |DEBUG local.tests/e4/input/2020_1/kal24 0 "no leaks are possible" 0 ""
GrupoL |DEBUG local.tests/e4/input/2020_1/kal25 0 "no leaks are possible" 0 ""
GrupoL |DEBUG local.tests/e4/input/2020_1/kal26 0 "no leaks are possible" 0 ""
GrupoL |DEBUG local.tests/e4/input/2020_1/kal27 0 "no leaks are possible" 0 ""
GrupoL |DEBUG local.tests/e4/input/2020_1/kal28 0 "no leaks are possible" 0 ""
GrupoL |DEBUG local.tests/e4/input/2020_1/kal29 0 " 68 0 0 0 0 " 68 ""
GrupoL |DEBUG local.tests/e4/input/2020_1/kal30 0 " 34 0 0 0 0 " 34 ""
GrupoL |DEBUG local.tests/e4/input/2020_1/kal31 0 "no leaks are possible" 0 ""
GrupoL |DEBUG local.tests/e4/input/2020_1/kal32 0 "no leaks are possible" 0 ""
GrupoL |DEBUG local.tests/e4/input/2020_1/kal33 0 "no leaks are possible" 0 ""
GrupoL |DEBUG local.tests/e4/input/2020_1/kal34 0 " 34 0 0 0 0 " 34 ""
GrupoL |DEBUG local.tests/e4/input/2020_1/kal35 0 " 34 0 0 0 0 " 34 ""
GrupoL |DEBUG local.tests/e4/input/2020_1/kal36 0 " 34 0 0 0 0 " 34 ""
GrupoL |DEBUG local.tests/e4/input/2020_1/kal37 0 "no leaks are possible" 0 ""
GrupoL |DEBUG local.tests/e4/input/2020_1/kal38 0 "no leaks are possible" 0 ""
GrupoL |DEBUG local.tests/e4/input/2020_1/kal39 0 "no leaks are possible" 0 ""
GrupoL |DEBUG local.tests/e4/input/2020_1/kal40 0 " 34 0 0 0 0 " 34 ""
GrupoL |DEBUG local.tests/e4/input/2020_1/kal41 0 " 34 0 0 0 0 " 34 ""
GrupoL |DEBUG local.tests/e4/input/2020_1/kal42 0 "no leaks are possible" 0 ""
GrupoL |DEBUG local.tests/e4/input/2020_1/kal43 0 "no leaks are possible" 0 ""
GrupoL |DEBUG local.tests/e4/input/2020_1/kal44 0 " 34 0 0 0 0 " 34 ""
GrupoL |DEBUG local.tests/e4/input/2020_1/kal45 0 "no leaks are possible" 0 ""
GrupoL |DEBUG local.tests/e4/input/2020_1/kal46 0 " 34 0 0 0 0 " 34 ""
GrupoL |DEBUG local.tests/e4/input/2020_1/kal47 0 " 34 0 0 0 0 " 34 ""
GrupoL |DEBUG local.tests/e4/input/2020_1/kal48 0 " 34 0 0 0 0 " 34 ""
GrupoL |DEBUG local.tests/e4/input/2020_1/kal49 0 " 34 0 0 0 0 " 34 ""
GrupoL |DEBUG local.tests/e4/input/2020_1/kal50 0 "no leaks are possible" 0 ""
GrupoL |DEBUG local.tests/e4/input/2020_1/kal51 0 "no leaks are possible" 0 ""
GrupoL |DEBUG local.tests/e4/input/2020_1/kal52 0 "no leaks are possible" 0 ""
GrupoL |DEBUG local.tests/e4/input/2020_1/kal53 0 "no leaks are possible" 0 ""
GrupoL |DEBUG local.tests/e4/input/2020_1/kal54 0 "no leaks are possible" 0 ""
GrupoL |DEBUG local.tests/e4/input/2020_1/kal55 1 "-1" -1 "4:10: error: syntax error, unexpected TK_LIT_CHAR "
GrupoL |DEBUG local.tests/e4/input/2020_1/kal56 0 "no leaks are possible" 0 ""
GrupoL |DEBUG local.tests/e4/input/2020_1/kal57 0 "no leaks are possible" 0 ""
GrupoL |DEBUG local.tests/e4/input/2020_1/kal58 0 "no leaks are possible" 0 ""
GrupoL |DEBUG local.tests/e4/input/2020_1/kal59 1 "-1" -1 "4:10: error: syntax error, unexpected TK_LIT_STRING "
GrupoL |DEBUG local.tests/e4/input/2020_1/kal60 1 "-1" -1 "4:10: error: syntax error, unexpected TK_LIT_STRING "
GrupoL |DEBUG local.tests/e4/input/2020_1/kal61 1 "-1" -1 "3:10: error: syntax error, unexpected TK_LIT_STRING "
GrupoL |DEBUG local.tests/e4/input/2020_1/kal62 0 "no leaks are possible" 0 ""
GrupoL |DEBUG local.tests/e4/input/2020_1/kal63 0 "no leaks are possible" 0 ""
GrupoL |DEBUG local.tests/e4/input/2020_1/kal64 0 "no leaks are possible" 0 ""
GrupoL |DEBUG local.tests/e4/input/2020_1/kal65 0 "no leaks are possible" 0 ""
GrupoL |DEBUG local.tests/e4/input/2020_1/kal66 0 "no leaks are possible" 0 ""
GrupoL |DEBUG local.tests/e4/input/2020_1/kal67 0 "no leaks are possible" 0 ""
GrupoL |DEBUG local.tests/e4/input/2020_1/kal68 1 "-1" -1 "4:8: error: syntax error, unexpected TK_LIT_STRING "
GrupoL |DEBUG local.tests/e4/input/2020_1/kal69 1 "-1" -1 "4:8: error: syntax error, unexpected TK_LIT_CHAR "
GrupoL |DEBUG local.tests/e4/input/2020_1/kal70 0 "no leaks are possible" 0 ""
GrupoL |DEBUG local.tests/e4/input/2020_1/kal71 0 "no leaks are possible" 0 ""
GrupoL |DEBUG local.tests/e4/input/2020_1/kal72 1 "-1" -1 "4:20: error: syntax error, unexpected TK_LIT_CHAR "
GrupoL |DEBUG local.tests/e4/input/2020_1/kal73 1 "-1" -1 "4:10: error: syntax error, unexpected TK_LIT_STRING "
GrupoL |DEBUG local.tests/e4/input/2020_1/kal74 1 "-1" -1 "4:13: error: syntax error, unexpected TK_LIT_STRING "
GrupoL |DEBUG local.tests/e4/input/2020_1/kal75 0 "no leaks are possible" 0 ""
GrupoL |DEBUG local.tests/e4/input/2020_1/kal76 0 "no leaks are possible" 0 ""
GrupoL |DEBUG local.tests/e4/input/2020_1/kal77 0 "no leaks are possible" 0 ""
GrupoL |DEBUG local.tests/e4/input/2020_1/kal78 0 "no leaks are possible" 0 ""
GrupoL |DEBUG local.tests/e4/input/2020_1/kal79 0 "no leaks are possible" 0 ""
GrupoL |DEBUG local.tests/e4/input/2020_1/kal80 0 "no leaks are possible" 0 ""
GrupoL |DEBUG local.tests/e4/input/2020_1/kal81 0 "no leaks are possible" 0 ""
GrupoL |DEBUG local.tests/e4/input/2020_1/kal82 0 "no leaks are possible" 0 ""
GrupoL |DEBUG local.tests/e4/input/2020_1/kal83 0 "no leaks are possible" 0 ""
GrupoL |DEBUG local.tests/e4/input/2020_1/kal84 0 "no leaks are possible" 0 ""
GrupoL |DEBUG local.tests/e4/input/2020_1/kal85 0 "no leaks are possible" 0 ""
GrupoL |DEBUG local.tests/e4/input/2020_1/kal86 0 "no leaks are possible" 0 ""
GrupoL |DEBUG local.tests/e4/input/2020_1/kal87 0 "no leaks are possible" 0 ""
GrupoL |DEBUG local.tests/e4/input/2020_1/kal88 1 "-1" -1 "4:10: error: syntax error, unexpected TK_LIT_CHAR "
GrupoL |DEBUG local.tests/e4/input/2020_1/kal89 0 "no leaks are possible" 0 ""
GrupoL |DEBUG local.tests/e4/input/2020_1/kal90 0 "no leaks are possible" 0 ""
GrupoL |DEBUG local.tests/e4/input/2020_1/kal91 0 "no leaks are possible" 0 ""
GrupoL |DEBUG local.tests/e4/input/2020_1/kal92 0 "no leaks are possible" 0 ""
GrupoL |DEBUG local.tests/e4/input/2020_1/kal93 0 "no leaks are possible" 0 ""
GrupoL |DEBUG local.tests/e4/input/2020_1/kal94 0 "no leaks are possible" 0 ""
GrupoL |DEBUG local.tests/e4/input/2020_1/kal95 0 "no leaks are possible" 0 ""
GrupoL |DEBUG local.tests/e4/input/2020_1/kal96 0 "no leaks are possible" 0 ""
GrupoL |DEBUG local.tests/e4/input/2020_1/kal97 0 "no leaks are possible" 0 ""
GrupoL |DEBUG local.tests/e4/input/2020_1/kal98 0 "no leaks are possible" 0 ""
GrupoL |DEBUG local.tests/e4/input/2020_1/kal99 1 "-1" -1 "4:10: error: syntax error, unexpected TK_LIT_CHAR "
GrupoL |DEBUG local.tests/e4/input/2020_1/mao01 0 "no leaks are possible" 0 ""
GrupoL |DEBUG local.tests/e4/input/2020_1/mao02 1 "-1" -1 "4:10: error: syntax error, unexpected TK_LIT_CHAR "
GrupoL |DEBUG local.tests/e4/input/2020_1/mao03 0 "no leaks are possible" 0 ""
GrupoL |DEBUG local.tests/e4/input/2020_1/mao04 1 "-1" -1 "4:10: error: syntax error, unexpected TK_LIT_CHAR "
GrupoL |DEBUG local.tests/e4/input/2020_1/mao05 0 "no leaks are possible" 0 ""
GrupoL |DEBUG local.tests/e4/input/2020_1/mao06 0 "no leaks are possible" 0 ""
GrupoL |DEBUG local.tests/e4/input/2020_1/mao07 0 "no leaks are possible" 0 ""
GrupoL |DEBUG local.tests/e4/input/2020_1/mao08 1 "-1" -1 "2:22: error: syntax error, unexpected TK_LIT_STRING "
GrupoL |DEBUG local.tests/e4/input/2020_1/mao09 1 "-1" -1 "2:22: error: syntax error, unexpected TK_LIT_STRING "
GrupoM
GrupoM |DEBUG local.tests/e4/input/2020_1/kal00 0 " 392 1692 0 1168 0 " 3252 ""
GrupoM |DEBUG local.tests/e4/input/2020_1/kal01 0 " 216 1490 0 1168 0 " 2874 ""
GrupoM |DEBUG local.tests/e4/input/2020_1/kal02 0 " 216 1490 0 1168 0 " 2874 ""
GrupoM |DEBUG local.tests/e4/input/2020_1/kal03 0 " 216 1490 0 1168 0 " 2874 ""
GrupoM |DEBUG local.tests/e4/input/2020_1/kal04 0 " 216 1490 0 1168 0 " 2874 ""
GrupoM |DEBUG local.tests/e4/input/2020_1/kal05 0 " 216 1490 0 1168 0 " 2874 ""
GrupoM |DEBUG local.tests/e4/input/2020_1/kal06 1 "-1" -1 "Line 3 [1;31m ERR_UNDECLARED:[0m variable [1ma[0m not declared. "
GrupoM |DEBUG local.tests/e4/input/2020_1/kal07 1 "-1" -1 "Line 3 [1;31m ERR_UNDECLARED:[0m variable [1ma[0m not declared. "
GrupoM |DEBUG local.tests/e4/input/2020_1/kal08 1 "-1" -1 "Line 3 [1;31m ERR_UNDECLARED:[0m variable [1ma[0m not declared. "
GrupoM |DEBUG local.tests/e4/input/2020_1/kal09 1 "-1" -1 "Line 3 [1;31m ERR_UNDECLARED:[0m variable [1ma[0m not declared. "
GrupoM |DEBUG local.tests/e4/input/2020_1/kal10 1 "-1" -1 "Line 3 [1;31m ERR_UNDECLARED:[0m variable [1ma[0m not declared. "
GrupoM |DEBUG local.tests/e4/input/2020_1/kal11 0 " 264 2548 0 1168 0 " 3980 ""
GrupoM |DEBUG local.tests/e4/input/2020_1/kal12 0 " 264 2548 0 1168 0 " 3980 ""
GrupoM |DEBUG local.tests/e4/input/2020_1/kal13 0 " 264 2548 0 1168 0 " 3980 ""
GrupoM |DEBUG local.tests/e4/input/2020_1/kal14 0 " 264 2548 0 1168 0 " 3980 ""
GrupoM |DEBUG local.tests/e4/input/2020_1/kal15 1 "-1" -1 "Line 3 [1;31m ERR_UNDECLARED:[0m vector [1ma[0m not declared. "
GrupoM |DEBUG local.tests/e4/input/2020_1/kal16 1 "-1" -1 "Line 3 [1;31m ERR_UNDECLARED:[0m vector [1ma[0m not declared. "
GrupoM |DEBUG local.tests/e4/input/2020_1/kal17 1 "-1" -1 "Line 3 [1;31m ERR_UNDECLARED:[0m vector [1ma[0m not declared. "
GrupoM |DEBUG local.tests/e4/input/2020_1/kal18 1 "-1" -1 "Line 3 [1;31m ERR_UNDECLARED:[0m vector [1ma[0m not declared. "
GrupoM |DEBUG local.tests/e4/input/2020_1/kal19 1 "-1" -1 "Line 2 [1;31m ERR_UNDECLARED:[0m function [1mg[0m not declared. "
GrupoM |DEBUG local.tests/e4/input/2020_1/kal20 1 "-1" -1 "Line 2 [1;31m ERR_UNDECLARED:[0m function [1mg[0m not declared. "
GrupoM |DEBUG local.tests/e4/input/2020_1/kal21 1 "-1" -1 "Line 2 [1;31m ERR_UNDECLARED:[0m function [1mg[0m not declared. "
GrupoM |DEBUG local.tests/e4/input/2020_1/kal22 1 "-1" -1 "Line 2 [1;31m ERR_UNDECLARED:[0m function [1mg[0m not declared. "
GrupoM |DEBUG local.tests/e4/input/2020_1/kal23 1 "-1" -1 "Line 2 [1;31m ERR_UNDECLARED:[0m function [1mg[0m not declared. "
GrupoM |DEBUG local.tests/e4/input/2020_1/kal24 1 "-1" -1 "Line 2 [1;31m ERR_UNDECLARED:[0m function [1mg[0m not declared. "
GrupoM |DEBUG local.tests/e4/input/2020_1/kal25 1 "-1" -1 "Line 2 [1;31m ERR_UNDECLARED:[0m function [1mg[0m not declared. "
GrupoM |DEBUG local.tests/e4/input/2020_1/kal26 1 "-1" -1 "Line 2 [1;31m ERR_UNDECLARED:[0m function [1mg[0m not declared. "
GrupoM |DEBUG local.tests/e4/input/2020_1/kal27 1 "-1" -1 "Line 2 [1;31m ERR_UNDECLARED:[0m function [1mg[0m not declared. "
GrupoM |DEBUG local.tests/e4/input/2020_1/kal28 1 "-1" -1 "Line 2 [1;31m ERR_UNDECLARED:[0m function [1mg[0m not declared. "
GrupoM |DEBUG local.tests/e4/input/2020_1/kal29 1 "-1" -1 "Line 3 [1;31m ERR_DECLARED:[0m previous declaration of [1ma[0m at line 2. "
GrupoM |DEBUG local.tests/e4/input/2020_1/kal30 1 "-1" -1 "Line 3 [1;31m ERR_DECLARED:[0m previous declaration of [1ma[0m at line 1. "
GrupoM |DEBUG local.tests/e4/input/2020_1/kal31 1 "-1" -1 "Line 4 [1;31m ERR_DECLARED:[0m previous declaration of [1ma[0m at line 3. "
GrupoM |DEBUG local.tests/e4/input/2020_1/kal32 0 " 168 586 0 1170 0 " 1924 ""
GrupoM |DEBUG local.tests/e4/input/2020_1/kal33 1 "-1" -1 "Line 6 [1;31m ERR_DECLARED:[0m previous declaration of [1ma[0m at line 5. "
GrupoM |DEBUG local.tests/e4/input/2020_1/kal34 1 "-1" -1 "Line 3 [1;31m ERR_DECLARED:[0m previous declaration of [1ma[0m at line 1. "
GrupoM |DEBUG local.tests/e4/input/2020_1/kal35 1 "-1" -1 "Line 3 [1;31m ERR_DECLARED:[0m previous declaration of [1ma[0m at line 1. "
GrupoM |DEBUG local.tests/e4/input/2020_1/kal36 1 "-1" -1 "Line 4 [1;31m ERR_DECLARED:[0m previous declaration of [1ma[0m at line 2. "
GrupoM |DEBUG local.tests/e4/input/2020_1/kal37 1 "-1" -1 "Line 6 [1;31m ERR_UNDECLARED:[0m variable [1ma[0m not declared. "
GrupoM |DEBUG local.tests/e4/input/2020_1/kal38 1 "-1" -1 "Line 6 [1;31m ERR_UNDECLARED:[0m variable [1ma[0m not declared. "
GrupoM |DEBUG local.tests/e4/input/2020_1/kal39 1 "-1" -1 "Line 6 [1;31m ERR_UNDECLARED:[0m variable [1ma[0m not declared. "
GrupoM |DEBUG local.tests/e4/input/2020_1/kal40 1 "-1" -1 "Line 3 [1;31m ERR_DECLARED:[0m previous declaration of [1ma[0m at line 1. "
GrupoM |DEBUG local.tests/e4/input/2020_1/kal41 0 " 216 2066 0 1168 0 " 3450 ""
GrupoM |DEBUG local.tests/e4/input/2020_1/kal42 0 " 400 2224 0 1112 0 " 3736 ""
GrupoM |DEBUG local.tests/e4/input/2020_1/kal43 1 "-1" -1 "Line 6 [1;31m ERR_UNDECLARED:[0m function [1mg[0m not declared. "
GrupoM |DEBUG local.tests/e4/input/2020_1/kal44 0 " 264 3124 0 1168 0 " 4556 ""
GrupoM |DEBUG local.tests/e4/input/2020_1/kal45 1 "-1" -1 "Line 6 [1;31m ERR_UNDECLARED:[0m vector [1mv[0m not declared. "
GrupoM |DEBUG local.tests/e4/input/2020_1/kal46 1 "-1" -1 "Line 4 [1;31m ERR_VECTOR:[0m identifier [1ma[0m used as[1;31m VECTOR[0m but was delcared as[1;32m VARIABLE.[0m "
GrupoM |DEBUG local.tests/e4/input/2020_1/kal47 1 "-1" -1 "Line 4 [1;31m ERR_FUNCTION:[0m identifier [1ma[0m used as[1;31m FUNCTION[0m but was delcared as[1;32m VARIABLE.[0m "
GrupoM |DEBUG local.tests/e4/input/2020_1/kal48 1 "-1" -1 "Line 4 [1;31m ERR_VARIABLE:[0m identifier [1mv[0m used as[1;31m VARIABLE[0m but was delcared as[1;32m VECTOR.[0m "
GrupoM |DEBUG local.tests/e4/input/2020_1/kal49 1 "-1" -1 "Line 4 [1;31m ERR_FUNCTION:[0m identifier [1mv[0m used as[1;31m FUNCTION[0m but was delcared as[1;32m VECTOR.[0m "
GrupoM |DEBUG local.tests/e4/input/2020_1/kal50 1 "-1" -1 "Line 4 [1;31m ERR_VARIABLE:[0m identifier [1mg[0m used as[1;31m VARIABLE[0m but was delcared as[1;32m FUNCTION.[0m "
GrupoM |DEBUG local.tests/e4/input/2020_1/kal51 1 "-1" -1 "Line 4 [1;31m ERR_VECTOR:[0m identifier [1mg[0m used as[1;31m VECTOR[0m but was delcared as[1;32m FUNCTION.[0m "
GrupoM |DEBUG local.tests/e4/input/2020_1/kal52 0 " 136 2536 0 1168 0 " 3840 ""
GrupoM |DEBUG local.tests/e4/input/2020_1/kal53 0 " 136 2536 0 1168 0 " 3840 ""
GrupoM |DEBUG local.tests/e4/input/2020_1/kal54 0 " 136 2536 0 1168 0 " 3840 ""
GrupoM |DEBUG local.tests/e4/input/2020_1/kal55 0 " 136 2536 0 1168 0 " 3840 ""
GrupoM |DEBUG local.tests/e4/input/2020_1/kal56 0 " 136 2536 0 1168 0 " 3840 ""
